post_id,platform,topic,text_length,likes,shares,comments,hashtags,mentions,sentiment,engagement_rate,verified_account,sample_text
POST01467,Instagram,Sports,206,89,23,6,4,4,Neutral,0.04129166774832582,False,This is standard typical fine content about entertainment
POST01468,TikTok,Education,262,36,1,17,6,2,Positive,0.22074041838803282,False,This is excellent great best content about health
POST01469,Instagram,Politics,244,118,29,7,4,1,Positive,0.002866929881172986,False,This is amazing fantastic best content about politics
POST01470,Twitter,Education,210,48,14,1,5,4,Neutral,0.1762947559716116,False,This is standard standard average content about business
POST01471,Twitter,Health,245,1,41,12,7,4,Neutral,0.32015403745666193,False,This is standard fine okay content about entertainment
POST01472,LinkedIn,Sports,213,198,16,2,9,2,Positive,0.09482576483886462,False,This is wonderful love great content about entertainment
POST01473,TikTok,Technology,270,314,40,21,7,4,Positive,0.27355380316923505,False,This is amazing wonderful love content about health
POST01474,Twitter,Business,134,18,8,4,3,0,Negative,0.7874653961743149,False,This is awful disappointing disappointing content about entertainment
POST01475,LinkedIn,Health,268,117,11,2,9,4,Positive,0.9850731092451627,False,This is best love love content about politics
POST01476,Instagram,Business,157,695,8,13,1,2,Positive,0.5825612135751775,False,This is wonderful fantastic amazing content about business
POST01477,Instagram,Business,228,453,100,19,7,4,Neutral,0.35675914378656715,False,This is regular normal fine content about technology
POST01478,LinkedIn,Entertainment,158,38,16,4,9,1,Positive,0.32040951564926057,False,This is fantastic love love content about business
POST01479,LinkedIn,Health,164,79,22,13,4,0,Negative,0.9763861108210169,True,This is awful horrible terrible content about technology
POST01480,Facebook,Education,40,90,36,38,4,3,Negative,0.3662927203207885,False,This is disappointing hate worst content about business
POST01481,Instagram,Politics,175,188,22,5,9,1,Neutral,0.972875482551546,False,This is okay standard fine content about health
POST01482,Twitter,Technology,197,3,15,7,7,0,Positive,0.036879932019263095,False,This is great fantastic great content about education
POST01483,Twitter,Technology,179,16,14,3,0,1,Positive,0.9690239537890633,False,This is fantastic fantastic excellent content about technology
POST01484,LinkedIn,Sports,117,34,11,1,2,3,Neutral,0.5365302669153496,False,This is okay fine average content about education
POST01485,TikTok,Technology,59,1,44,11,1,3,Neutral,0.3075348380614442,False,This is typical okay fine content about health
POST01486,TikTok,Business,134,43,4,6,6,0,Positive,0.25757253256859236,False,This is wonderful amazing great content about politics
POST01487,Instagram,Business,219,14,30,23,0,4,Neutral,0.7227726171690795,False,This is fine regular normal content about health
POST01488,Instagram,Business,215,19,19,13,0,2,Neutral,0.5482523126167104,False,This is normal fine regular content about politics
POST01489,TikTok,Entertainment,256,92,4,3,0,1,Positive,0.6887573940848971,False,This is love best amazing content about health
POST01490,Facebook,Business,49,69,15,0,9,1,Negative,0.46404394785297653,False,This is hate bad worst content about technology
POST01491,Instagram,Health,184,25,15,7,3,2,Positive,0.7538270443439734,False,This is wonderful wonderful best content about business
POST01492,TikTok,Business,147,104,8,37,1,3,Negative,0.25424818415833905,False,This is disappointing horrible horrible content about business
POST01493,LinkedIn,Health,141,66,20,3,0,0,Positive,0.28387443290975845,False,This is best great excellent content about sports
POST01494,Instagram,Health,26,104,15,2,0,1,Positive,0.5044290872909024,False,This is wonderful amazing excellent content about health
POST01495,LinkedIn,Sports,62,172,3,9,0,1,Neutral,0.4703224552697671,False,This is fine standard average content about business
POST01496,Twitter,Business,72,201,7,0,6,0,Positive,0.42920702875298566,False,This is amazing wonderful excellent content about education
POST01497,LinkedIn,Education,162,88,3,5,0,0,Negative,0.4053212946082433,False,This is horrible terrible hate content about education
POST01498,Twitter,Sports,165,115,32,13,0,4,Neutral,0.2580194406976948,False,This is average okay regular content about education
POST01499,Facebook,Business,208,90,2,2,1,0,Neutral,0.46512632288300093,False,This is regular fine normal content about education
POST01500,Facebook,Technology,212,94,22,4,2,3,Negative,0.6782458987261448,False,This is disappointing worst horrible content about entertainment
POST01501,Facebook,Health,255,83,7,1,1,4,Neutral,0.40929050145035073,False,This is fine fine typical content about education
POST01502,Instagram,Politics,259,384,5,0,0,3,Positive,0.029372778358206952,False,This is excellent great excellent content about technology
POST01503,Instagram,Health,211,108,16,17,7,1,Negative,0.8706374058042804,False,This is bad awful hate content about health
POST01504,Twitter,Health,214,9,13,13,3,0,Positive,0.48171930356926085,True,This is wonderful fantastic love content about sports
POST01505,Twitter,Sports,260,99,19,12,5,2,Neutral,0.87884933896474,False,This is standard average standard content about business
POST01506,Facebook,Politics,176,119,11,10,8,4,Positive,0.19859514603619366,True,This is wonderful wonderful great content about technology
POST01507,Twitter,Business,100,81,11,14,2,0,Positive,0.9842451014205026,False,This is love fantastic great content about sports
POST01508,LinkedIn,Entertainment,78,39,0,2,9,4,Negative,0.002768172240005584,False,This is bad horrible bad content about sports
POST01509,LinkedIn,Business,206,50,11,16,8,3,Negative,0.3073335404464119,False,This is disappointing disappointing worst content about technology
POST01510,Instagram,Health,153,361,0,9,6,1,Negative,0.3391132207610954,True,This is disappointing horrible hate content about politics
POST01511,LinkedIn,Entertainment,258,47,28,2,2,3,Neutral,0.9821505959985949,False,This is typical regular standard content about education
POST01512,Twitter,Education,87,22,5,7,7,0,Positive,0.9383835220540391,True,This is great love excellent content about sports
POST01513,Instagram,Sports,170,135,19,11,3,4,Neutral,0.37368324505332307,False,This is normal fine regular content about technology
POST01514,Facebook,Politics,236,16,30,14,7,1,Positive,0.08759755381690337,False,This is best wonderful best content about health
POST01515,Instagram,Politics,276,141,3,6,4,3,Negative,0.05235264566395148,False,This is disappointing bad worst content about education
POST01516,LinkedIn,Technology,263,48,13,2,8,3,Neutral,0.6350745884361638,False,This is typical regular normal content about entertainment
POST01517,Twitter,Health,229,92,10,5,8,4,Neutral,0.9622210930537862,False,This is average regular average content about politics
POST01518,Instagram,Education,241,21,27,0,5,3,Neutral,0.04422144342176748,False,This is average normal standard content about politics
POST01519,Instagram,Technology,195,124,17,1,5,2,Neutral,0.6139384476975593,False,This is okay typical fine content about politics
POST01520,LinkedIn,Education,212,20,6,23,1,2,Neutral,0.15671857327687044,False,This is standard okay typical content about education
POST01521,Twitter,Health,277,45,1,3,7,2,Positive,0.4040734514449388,False,This is amazing best wonderful content about business
POST01522,LinkedIn,Technology,274,27,14,1,4,1,Positive,0.26034842417776727,False,This is amazing great great content about politics
POST01523,Instagram,Politics,89,25,12,14,1,2,Positive,0.7591708035953086,False,This is love wonderful love content about politics
POST01524,LinkedIn,Health,61,161,6,0,4,2,Neutral,0.7539118188759938,False,This is okay standard fine content about education
POST01525,LinkedIn,Politics,193,225,23,39,5,3,Positive,0.8913773032507065,False,This is love amazing amazing content about health
POST01526,LinkedIn,Health,91,53,16,2,1,3,Neutral,0.8191644015750403,False,This is average typical average content about education
POST01527,TikTok,Technology,108,20,15,6,4,1,Neutral,0.8738971710555105,False,This is normal regular fine content about politics
POST01528,Twitter,Sports,128,25,3,9,2,0,Positive,0.5639932423182962,False,This is amazing wonderful excellent content about business
POST01529,Facebook,Entertainment,163,44,1,4,2,4,Neutral,0.5515015759804213,False,This is typical standard okay content about health
POST01530,LinkedIn,Health,138,307,54,30,0,4,Neutral,0.3722798932977368,False,This is normal standard fine content about politics
POST01531,Instagram,Health,109,24,20,3,5,1,Positive,0.5983692673109696,False,This is best fantastic best content about politics
POST01532,Instagram,Entertainment,107,0,30,4,6,3,Negative,0.3506629113188898,False,This is bad horrible awful content about politics
POST01533,LinkedIn,Business,69,430,14,1,2,3,Positive,0.543025365085125,False,This is amazing wonderful excellent content about sports
POST01534,LinkedIn,Education,114,267,21,2,5,3,Neutral,0.09195179207276105,False,This is standard regular regular content about business
POST01535,LinkedIn,Politics,153,100,2,13,2,3,Neutral,0.951485092994507,False,This is regular normal okay content about technology
POST01536,LinkedIn,Sports,143,205,10,0,3,4,Neutral,0.29297688138227285,False,This is okay fine fine content about entertainment
POST01537,Instagram,Education,120,117,22,30,8,0,Negative,0.7389883844640208,False,This is disappointing worst awful content about sports
POST01538,LinkedIn,Entertainment,30,33,13,0,2,4,Positive,0.5960219920955168,True,This is love fantastic excellent content about health
POST01539,LinkedIn,Business,114,37,20,3,4,2,Positive,0.22555646124474105,False,This is best great love content about politics
POST01540,Facebook,Education,208,80,16,8,8,4,Negative,0.4422668767229072,False,This is bad disappointing disappointing content about entertainment
POST01541,LinkedIn,Education,119,131,36,11,1,4,Positive,0.1674146956311091,False,This is excellent amazing wonderful content about entertainment
POST01542,Twitter,Education,215,242,4,6,2,3,Neutral,0.7636698458707958,False,This is typical normal fine content about politics
POST01543,Twitter,Business,227,42,17,10,0,1,Positive,0.671083904263274,False,This is excellent great fantastic content about health
POST01544,Instagram,Technology,113,23,28,18,9,2,Positive,0.3437287915089533,False,This is great excellent great content about entertainment
POST01545,Twitter,Health,36,8,8,0,1,4,Negative,0.8725048300505579,False,This is awful hate hate content about education
POST01546,Twitter,Technology,135,8,4,31,5,3,Neutral,0.748380366941751,False,This is regular okay normal content about health
POST01547,Facebook,Sports,140,264,3,0,1,3,Positive,0.5288586715148503,False,This is excellent best fantastic content about sports
POST01548,TikTok,Technology,140,351,48,14,1,2,Negative,0.17659274663988833,True,This is horrible horrible disappointing content about business
POST01549,Instagram,Technology,235,8,19,4,7,3,Neutral,0.7660520136572149,True,This is standard standard normal content about education
POST01550,Instagram,Sports,93,378,78,1,7,0,Neutral,0.28873207017623315,False,This is typical okay standard content about sports
POST01551,LinkedIn,Business,61,14,16,6,3,2,Neutral,0.17223124019009717,True,This is standard fine normal content about business
POST01552,Facebook,Health,237,5,4,0,5,1,Neutral,0.3863658387452523,False,This is typical fine fine content about sports
POST01553,Twitter,Business,101,3,50,4,7,3,Neutral,0.9615001361702059,False,This is typical okay okay content about entertainment
POST01554,Facebook,Technology,137,112,47,1,7,2,Neutral,0.07998669827879112,False,This is average normal regular content about education
POST01555,LinkedIn,Technology,155,153,24,19,3,4,Neutral,0.14306858978732073,False,This is okay okay regular content about technology
POST01556,LinkedIn,Education,115,51,24,8,5,4,Positive,0.13522668713747976,False,This is wonderful great love content about business
POST01557,TikTok,Technology,203,56,28,3,1,0,Negative,0.20605754878474403,False,This is disappointing hate disappointing content about politics
POST01558,Instagram,Technology,27,48,75,4,6,3,Neutral,0.22649455499728455,False,This is regular normal okay content about sports
POST01559,Facebook,Politics,96,47,7,21,3,2,Neutral,0.7960469255593535,False,This is regular average fine content about politics
POST01560,Twitter,Business,69,51,13,24,3,1,Neutral,0.1370945259097367,False,This is standard average standard content about education
POST01561,Twitter,Education,263,91,17,0,4,1,Positive,0.20549411181652033,False,This is fantastic great amazing content about entertainment
POST01562,Twitter,Entertainment,53,126,10,2,5,3,Positive,0.23228569748875705,False,This is love great wonderful content about business
POST01563,Instagram,Technology,169,77,1,14,9,4,Positive,0.26217922238592584,False,This is fantastic love best content about politics
POST01564,Facebook,Politics,70,2,47,4,1,2,Neutral,0.5648817870929272,False,This is fine fine fine content about business
POST01565,LinkedIn,Entertainment,234,23,0,1,1,0,Neutral,0.2144818535370724,False,This is fine average average content about entertainment
POST01566,LinkedIn,Business,258,55,28,20,9,0,Neutral,0.007659042510716252,False,This is okay normal standard content about education
POST01567,LinkedIn,Education,169,45,58,15,8,3,Neutral,0.5425217414366403,True,This is average regular typical content about entertainment
POST01568,TikTok,Sports,186,153,39,24,6,2,Neutral,0.2386263345519235,False,This is fine normal fine content about technology
POST01569,Twitter,Education,114,389,25,4,0,2,Positive,0.3422358736938078,False,This is best excellent best content about entertainment
POST01570,Facebook,Politics,184,97,44,15,0,1,Neutral,0.14536319252362429,False,This is regular standard fine content about sports
POST01571,Twitter,Education,168,6,13,4,6,0,Negative,0.8999973032445412,False,This is disappointing terrible hate content about education
POST01572,Twitter,Politics,134,30,22,2,7,1,Positive,0.44848092371174597,False,This is excellent best love content about entertainment
POST01573,LinkedIn,Technology,159,138,13,28,2,4,Positive,0.3614884305773488,False,This is excellent great best content about education
POST01574,LinkedIn,Education,148,63,5,3,2,4,Neutral,0.3649707432437983,False,This is average standard typical content about health
POST01575,Instagram,Education,249,148,1,3,3,2,Neutral,0.9940452605958017,False,This is fine typical average content about sports
POST01576,Twitter,Sports,79,109,21,26,4,3,Negative,0.3313130427258123,True,This is worst horrible worst content about health
POST01577,TikTok,Technology,102,22,38,23,8,3,Negative,0.5115696380868187,False,This is disappointing hate terrible content about education
POST01578,Facebook,Business,74,288,48,6,3,1,Negative,0.21372157109623668,False,This is hate awful hate content about sports
POST01579,Facebook,Technology,106,10,4,16,1,1,Neutral,0.5192851961427992,False,This is typical standard standard content about politics
POST01580,Facebook,Business,107,28,57,7,8,1,Neutral,0.4171798906281525,False,This is fine regular regular content about politics
POST01581,LinkedIn,Entertainment,59,8,9,12,5,1,Negative,0.7818300882589083,False,This is horrible awful bad content about entertainment
POST01582,Instagram,Technology,94,90,20,0,9,1,Positive,0.3876550238238865,False,This is amazing great excellent content about health
POST01583,TikTok,Education,34,10,18,10,1,0,Negative,0.04570309579351506,False,This is hate bad bad content about business
POST01584,Twitter,Technology,21,288,26,2,8,2,Neutral,0.8274078244483808,False,This is okay average okay content about sports
POST01585,LinkedIn,Business,27,15,20,46,3,4,Positive,0.8031300560859994,False,This is excellent great great content about education
POST01586,Instagram,Education,189,1,2,11,0,1,Neutral,0.06686357921495789,False,This is average okay regular content about health
POST01587,Twitter,Technology,179,27,1,25,8,2,Positive,0.6993441006558423,False,This is love excellent great content about business
POST01588,Instagram,Entertainment,62,92,33,2,5,2,Neutral,0.9763121097241056,False,This is fine regular fine content about entertainment
POST01589,Twitter,Sports,71,176,1,7,0,3,Positive,0.08571835941329076,False,This is amazing wonderful excellent content about technology
POST01590,Instagram,Education,171,3,18,9,8,3,Positive,0.6911517036102851,False,This is love great amazing content about health
POST01591,TikTok,Education,21,14,38,3,0,1,Positive,0.3841446934637065,False,This is great great fantastic content about technology
POST01592,TikTok,Health,46,402,18,45,2,0,Neutral,0.9800427666887594,False,This is average fine fine content about health
POST01593,Facebook,Health,61,124,2,19,7,4,Negative,0.20304730204429577,False,This is hate awful bad content about entertainment
POST01594,Facebook,Entertainment,256,74,11,13,9,0,Neutral,0.6440431187478517,False,This is regular average typical content about education
POST01595,Facebook,Business,189,150,44,7,1,0,Positive,0.896374909142939,False,This is great love amazing content about entertainment
POST01596,TikTok,Technology,110,46,14,6,4,1,Positive,0.47633604732084267,False,This is fantastic love best content about health
POST01597,Twitter,Education,67,29,11,2,8,2,Neutral,0.9201275173511962,False,This is fine standard regular content about technology
POST01598,Instagram,Sports,170,59,50,5,3,2,Positive,0.37313498103636766,False,This is wonderful best love content about sports
POST01599,Facebook,Entertainment,194,24,39,17,2,1,Neutral,0.7528115316718557,False,This is regular typical normal content about business
POST01600,LinkedIn,Politics,168,103,2,22,9,3,Neutral,0.1415676447106019,False,This is average regular regular content about entertainment
POST01601,Instagram,Entertainment,197,55,2,16,2,1,Positive,0.7925039744929301,False,This is great love best content about entertainment
POST01602,Instagram,Technology,271,33,28,12,6,2,Neutral,0.6766166012522933,False,This is okay okay regular content about entertainment
POST01603,Twitter,Entertainment,246,45,141,1,7,4,Positive,0.6293894025075006,False,This is love wonderful wonderful content about entertainment
POST01604,Twitter,Health,183,69,6,5,5,2,Neutral,0.16899708079150266,False,This is standard typical fine content about sports
POST01605,Twitter,Health,179,90,28,14,0,1,Neutral,0.8946951585021495,False,This is regular fine standard content about education
POST01606,LinkedIn,Sports,32,393,80,9,9,1,Neutral,0.014530228039100868,False,This is average average okay content about technology
POST01607,Instagram,Health,206,156,126,23,4,4,Positive,0.14887885686671254,False,This is wonderful wonderful excellent content about politics
POST01608,Instagram,Business,149,65,7,2,2,3,Neutral,0.723897124108595,False,This is fine standard fine content about business
POST01609,LinkedIn,Entertainment,238,11,3,8,2,0,Positive,0.8159827487168327,False,This is great great wonderful content about business
POST01610,Instagram,Education,147,82,12,6,1,2,Neutral,0.3693210039596706,False,This is regular normal fine content about politics
POST01611,TikTok,Sports,220,132,17,7,3,4,Neutral,0.8224846647552925,False,This is typical fine standard content about sports
POST01612,Twitter,Business,241,212,27,2,3,0,Neutral,0.4436291020479225,False,This is regular standard okay content about sports
POST01613,Twitter,Health,89,21,10,0,5,0,Positive,0.925119932967688,False,This is best wonderful wonderful content about entertainment
POST01614,Instagram,Technology,130,418,5,14,5,0,Neutral,0.0008934513323345383,False,This is average okay standard content about education
POST01615,TikTok,Entertainment,267,172,17,0,1,3,Neutral,0.5204110098515349,False,This is okay okay regular content about business
POST01616,Facebook,Education,132,37,0,14,7,3,Neutral,0.19148038241142995,False,This is average typical regular content about sports
POST01617,Instagram,Health,183,110,9,4,1,2,Positive,0.42526604091575115,False,This is excellent amazing wonderful content about education
POST01618,Facebook,Education,135,0,1,1,0,0,Neutral,0.3628956846716329,False,This is normal average standard content about education
POST01619,Facebook,Entertainment,223,238,40,1,5,0,Neutral,0.09999450443897728,False,This is normal typical fine content about education
POST01620,Twitter,Technology,70,155,4,7,0,2,Neutral,0.09093000347973412,False,This is fine fine okay content about technology
POST01621,TikTok,Politics,75,141,2,8,4,0,Negative,0.27957223625405214,False,This is awful terrible disappointing content about education
POST01622,Facebook,Entertainment,163,293,42,47,4,4,Neutral,0.9130031760420051,False,This is normal fine typical content about technology
POST01623,TikTok,Health,254,73,50,29,6,1,Positive,0.6945745707292773,True,This is fantastic wonderful love content about sports
POST01624,Facebook,Politics,126,31,3,8,6,1,Neutral,0.31417361999714544,False,This is typical normal fine content about sports
POST01625,LinkedIn,Business,61,9,73,6,5,2,Neutral,0.9977735872758625,False,This is fine average fine content about health
POST01626,Facebook,Technology,214,290,8,2,9,4,Negative,0.32744439082162335,False,This is disappointing hate disappointing content about entertainment
POST01627,TikTok,Politics,174,12,17,14,1,3,Neutral,0.3977996924857057,False,This is regular okay fine content about business
POST01628,Facebook,Health,173,83,2,8,9,1,Neutral,0.6771145176360123,False,This is okay okay fine content about business
POST01629,Twitter,Politics,204,91,32,10,5,0,Neutral,0.7881610336028656,False,This is fine typical standard content about health
POST01630,Facebook,Health,97,19,14,9,3,3,Neutral,0.9020985158184659,False,This is standard standard fine content about sports
POST01631,LinkedIn,Health,262,83,41,3,4,2,Positive,0.5775686323326366,False,This is great great great content about politics
POST01632,TikTok,Politics,122,9,3,22,9,4,Negative,0.2917269523597884,False,This is horrible disappointing terrible content about politics
POST01633,TikTok,Education,258,226,5,2,0,3,Neutral,0.42070042761402116,False,This is okay typical typical content about health
POST01634,Instagram,Education,142,22,11,45,4,0,Neutral,0.16124889563106393,True,This is normal regular typical content about sports
POST01635,Instagram,Business,252,271,6,2,4,0,Positive,0.4673952254144771,False,This is fantastic fantastic great content about education
POST01636,Twitter,Education,209,6,7,0,2,0,Positive,0.3004770315662989,False,This is amazing best love content about technology
POST01637,Twitter,Politics,200,11,10,0,6,3,Positive,0.28031257158178924,False,This is excellent love fantastic content about technology
POST01638,Instagram,Education,225,19,12,21,7,4,Negative,0.8395402262553859,False,This is bad horrible awful content about business
POST01639,Instagram,Sports,51,82,25,7,5,1,Negative,0.8830223278588661,False,This is horrible hate disappointing content about sports
POST01640,Twitter,Education,174,72,8,25,2,1,Neutral,0.9898144654150796,False,This is typical typical standard content about sports
POST01641,TikTok,Business,236,61,21,35,6,1,Neutral,0.7271577194333725,False,This is okay typical average content about entertainment
POST01642,Twitter,Entertainment,183,259,6,9,4,0,Positive,0.7365235583626941,False,This is fantastic best amazing content about politics
POST01643,LinkedIn,Health,108,195,30,21,5,1,Neutral,0.8272957755841321,False,This is standard average okay content about education
POST01644,Instagram,Technology,34,17,66,3,9,3,Positive,0.7665491695235638,True,This is excellent great wonderful content about sports
POST01645,Facebook,Technology,40,380,16,19,0,2,Positive,0.479642011365614,False,This is love amazing fantastic content about technology
POST01646,Instagram,Health,273,54,5,4,5,3,Neutral,0.012225803142189573,False,This is okay average normal content about technology
POST01647,LinkedIn,Technology,69,57,33,10,1,1,Positive,0.6181665864064183,False,This is excellent amazing fantastic content about health
POST01648,Twitter,Politics,95,63,11,15,0,2,Positive,0.1821909575894325,False,This is fantastic great best content about entertainment
POST01649,TikTok,Education,109,140,42,6,6,0,Neutral,0.38177297612855043,False,This is average normal okay content about technology
POST01650,TikTok,Sports,40,101,16,37,3,3,Neutral,0.786746373012908,False,This is standard fine normal content about sports
POST01651,LinkedIn,Business,37,56,30,7,4,1,Positive,0.0017179064718898518,False,This is great great excellent content about education
POST01652,TikTok,Education,178,51,7,5,5,4,Neutral,0.6633232406512264,True,This is fine regular standard content about entertainment
POST01653,Facebook,Sports,74,89,17,5,4,0,Neutral,0.8555365607310964,False,This is okay normal typical content about politics
POST01654,TikTok,Entertainment,171,133,11,30,7,1,Positive,0.8890802889590306,True,This is best best amazing content about business
POST01655,Instagram,Entertainment,219,71,1,4,8,3,Negative,0.9536477912194099,False,This is awful worst terrible content about education
POST01656,Twitter,Education,178,25,4,1,9,1,Positive,0.43724284970840044,False,This is great best great content about health
POST01657,Twitter,Politics,92,39,20,1,7,0,Neutral,0.045814528122742115,False,This is typical standard normal content about business
POST01658,Instagram,Business,241,124,1,31,3,2,Negative,0.3263974392059922,False,This is disappointing awful terrible content about health
POST01659,Instagram,Education,63,109,11,0,2,3,Positive,0.2525854913532949,False,This is amazing love amazing content about health
POST01660,Instagram,Politics,260,60,1,23,7,3,Neutral,0.31767763443652197,False,This is typical regular average content about health
POST01661,Facebook,Health,266,164,1,13,3,3,Positive,0.7004929119469512,False,This is amazing wonderful love content about health
POST01662,Facebook,Business,72,130,29,13,8,0,Negative,0.6254673546442417,False,This is hate terrible awful content about entertainment
POST01663,Facebook,Business,182,1,19,4,7,0,Positive,0.8325968050347287,False,This is amazing wonderful amazing content about business
POST01664,Instagram,Education,129,45,7,0,9,0,Positive,0.33294365559954653,False,This is best amazing excellent content about business
POST01665,Facebook,Entertainment,270,194,4,39,1,0,Positive,0.3831404810153056,False,This is love fantastic great content about health
POST01666,Twitter,Sports,73,50,5,16,1,2,Positive,0.3252491971700845,False,This is fantastic best amazing content about education
POST01667,LinkedIn,Technology,145,63,9,31,9,3,Positive,0.5012887228261536,False,This is great best best content about sports
POST01668,Facebook,Politics,134,6,61,7,9,4,Neutral,0.2473710889327898,False,This is normal regular average content about business
POST01669,Facebook,Health,192,125,34,2,3,1,Positive,0.5690882997735394,False,This is fantastic excellent amazing content about health
POST01670,LinkedIn,Politics,155,11,24,1,9,4,Positive,0.061565688497946525,False,This is excellent great love content about entertainment
POST01671,TikTok,Technology,80,8,16,12,3,4,Neutral,0.1863555397154535,False,This is okay standard normal content about technology
POST01672,Twitter,Sports,247,116,2,6,5,4,Negative,0.6202684907521742,False,This is bad horrible bad content about politics
POST01673,LinkedIn,Technology,234,81,1,13,4,3,Positive,0.2902851502656216,False,This is love love best content about health
POST01674,Twitter,Health,123,188,19,1,8,3,Negative,0.6838215433199786,False,This is worst awful hate content about business
POST01675,Instagram,Technology,96,54,11,0,5,0,Positive,0.12583617553937643,False,This is great wonderful fantastic content about entertainment
POST01676,Facebook,Entertainment,232,2,12,10,9,3,Positive,0.8380322892315771,False,This is wonderful wonderful great content about business
POST01677,Facebook,Education,72,66,37,8,6,4,Negative,0.02236874485173357,True,This is horrible hate terrible content about politics
POST01678,Twitter,Politics,198,131,44,4,9,0,Positive,0.2406836849640478,False,This is great great amazing content about entertainment
POST01679,TikTok,Entertainment,161,71,44,1,7,2,Negative,0.7009551436353414,False,This is worst horrible horrible content about technology
POST01680,TikTok,Health,96,119,1,9,7,3,Positive,0.8869453747341571,False,This is great amazing great content about sports
POST01681,Twitter,Health,156,127,40,11,0,3,Neutral,0.5247002900060782,False,This is average average average content about sports
POST01682,Facebook,Education,134,10,18,3,4,2,Neutral,0.13967337309898897,False,This is fine normal typical content about entertainment
POST01683,Twitter,Business,24,134,25,11,2,0,Neutral,0.7705227615462517,False,This is fine standard regular content about health
POST01684,TikTok,Business,82,28,50,25,7,1,Positive,0.0008922052004808334,False,This is best love wonderful content about technology
POST01685,Instagram,Entertainment,254,598,30,34,8,1,Positive,0.7728391725282925,False,This is best great best content about technology
POST01686,Twitter,Sports,77,2,8,7,0,2,Negative,0.9718612213720021,False,This is horrible terrible hate content about sports
POST01687,LinkedIn,Politics,113,7,25,4,3,3,Neutral,0.9015198918855581,False,This is normal typical normal content about health
POST01688,TikTok,Education,178,73,18,7,1,3,Negative,0.56029330202434,False,This is awful horrible worst content about entertainment
POST01689,Instagram,Education,153,5,11,2,2,0,Neutral,0.5839100791860482,False,This is typical typical standard content about technology
POST01690,TikTok,Technology,207,120,1,3,3,4,Neutral,0.7529356983815982,False,This is okay standard average content about health
POST01691,Instagram,Entertainment,83,159,8,4,1,1,Positive,0.008012380945579212,False,This is best amazing amazing content about politics
POST01692,LinkedIn,Technology,67,37,11,6,8,4,Neutral,0.4370362329477627,False,This is okay normal okay content about technology
POST01693,Instagram,Entertainment,107,4,2,16,1,3,Negative,0.17820429662103165,True,This is horrible worst terrible content about technology
POST01694,LinkedIn,Sports,129,22,20,3,7,2,Neutral,0.1945185659559039,False,This is regular fine fine content about sports
POST01695,LinkedIn,Sports,171,274,48,33,6,0,Positive,0.7336437062166583,False,This is love best fantastic content about education
POST01696,LinkedIn,Entertainment,197,254,2,3,8,3,Positive,0.8628261762558894,False,This is love wonderful great content about entertainment
POST01697,TikTok,Health,156,304,40,10,0,1,Positive,0.6537321521030993,False,This is love fantastic amazing content about technology
POST01698,Twitter,Health,268,7,6,5,8,3,Negative,0.7876895039332885,False,This is hate terrible disappointing content about health
POST01699,Twitter,Health,216,45,37,31,5,1,Positive,0.21609707434845016,False,This is wonderful wonderful great content about sports
POST01700,Twitter,Sports,23,1,44,4,9,4,Neutral,0.5233976567337377,False,This is regular typical typical content about sports
POST01701,Twitter,Education,117,56,61,10,8,1,Positive,0.3522683264143518,False,This is love love best content about education
POST01702,Twitter,Education,160,11,8,4,9,0,Positive,0.46458832346883683,False,This is wonderful love best content about business
POST01703,TikTok,Entertainment,262,81,20,2,1,3,Positive,0.5631848226942587,False,This is love best best content about business
POST01704,Facebook,Technology,218,141,68,8,1,3,Positive,0.6999664794417344,False,This is great fantastic best content about sports
POST01705,TikTok,Politics,143,134,39,5,4,4,Neutral,0.8517709586097568,False,This is average okay normal content about education
POST01706,Instagram,Technology,34,204,4,3,5,2,Negative,0.7203395676972674,False,This is awful terrible bad content about sports
POST01707,LinkedIn,Business,216,12,10,25,4,4,Positive,0.5808953813493328,False,This is wonderful excellent great content about politics
POST01708,Facebook,Politics,70,21,38,13,1,0,Neutral,0.5932576061213488,False,This is typical regular regular content about business
POST01709,TikTok,Politics,184,86,5,3,6,2,Positive,0.4349909630893358,False,This is best excellent fantastic content about entertainment
POST01710,Twitter,Sports,188,126,33,19,7,0,Positive,0.21067967001490318,False,This is best best fantastic content about business
POST01711,TikTok,Sports,264,25,37,12,9,2,Neutral,0.17921502903756836,False,This is standard standard typical content about health
POST01712,Instagram,Health,92,31,17,7,8,2,Neutral,0.4239965158388229,False,This is standard fine typical content about education
POST01713,Instagram,Politics,27,64,38,2,7,3,Neutral,0.36713930626340074,False,This is typical standard regular content about education
POST01714,Instagram,Business,268,35,47,1,1,1,Negative,0.3058362642934298,False,This is awful disappointing terrible content about business
POST01715,TikTok,Politics,80,113,12,15,4,3,Negative,0.6203201356819505,False,This is hate worst hate content about education
POST01716,Facebook,Sports,115,50,0,31,0,2,Negative,0.34236946076303,False,This is awful hate awful content about politics
POST01717,Instagram,Education,125,2,27,5,9,2,Negative,0.355575485860264,False,This is horrible hate terrible content about technology
POST01718,LinkedIn,Politics,231,12,4,5,2,2,Positive,0.3537567889002726,False,This is amazing best fantastic content about politics
POST01719,Twitter,Health,60,62,15,18,0,2,Neutral,0.7899210179513485,False,This is okay regular typical content about politics
